"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 30 10:41:53 BRT 2021","Tue Mar 30 10:42:18 BRT 2021","25157","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_AdminGroups","CheckNotAdminAccess_AdminGroups","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Tue Mar 30 10:48:02 BRT 2021","Tue Mar 30 10:48:28 BRT 2021","26136","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_AdminRefTables","CheckNotAdminAccess_AdminRefTables","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Tue Mar 30 15:34:14 BRT 2021","Tue Mar 30 15:35:08 BRT 2021","53922","","HHRP.Results","","COSD_Tests.Tests.HHRPResults","SiteLevelScore","SiteLevelScore","Site Level Score
"
"passed","Tue Mar 30 16:58:25 BRT 2021","Tue Mar 30 16:58:52 BRT 2021","27479","","LogOn","","COSD_Tests.Tests.LogOn","LoginWithUpperCaseUsername","LoginWithUpperCaseUsername","Login with all upper case account name is accepted  eg (QA_COSD@WEBLAKES.COM)
"
"passed","Tue Mar 30 15:06:29 BRT 2021","Tue Mar 30 15:07:39 BRT 2021","69919","","HHRP.Distance","","COSD_Tests.Tests.HHRPDistance","HHRPDistanceNextWithoutSelectFacilityGivesError","HHRPDistanceNextWithoutSelectFacilityGivesError","HHRP Distance, next without select facility gives error
"
"passed","Tue Mar 30 16:55:45 BRT 2021","Tue Mar 30 16:56:02 BRT 2021","16988","","LogOn","","COSD_Tests.Tests.LogOn","Attempt_To_Access_Internal_URL_Without_Valid_Session_Results_In_Request_For_User_Pass","Attempt_To_Access_Internal_URL_Without_Valid_Session_Results_In_Request_For_User_Pass","Attempt to access internal URL without valid session results in request for User/Pass 
"
"passed","Tue Mar 30 13:40:46 BRT 2021","Tue Mar 30 13:41:52 BRT 2021","65325","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddControlVariableDisplay","AddControlVariableDisplay","Add Control Variable with DISPLAY value. Should fail if can't save it
"
"passed","Tue Mar 30 11:43:11 BRT 2021","Tue Mar 30 11:44:32 BRT 2021","81289","","WFTrack.Dashboard","","COSD_Tests.Tests.WFTrackDashboard","FilterByPrincipal","FilterByPrincipal","Filter By Principal
"
"passed","Tue Mar 30 10:48:53 BRT 2021","Tue Mar 30 10:49:19 BRT 2021","26603","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_Diagnostics","CheckNotAdminAccess_Diagnostics","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Tue Mar 30 10:39:50 BRT 2021","Tue Mar 30 10:40:17 BRT 2021","26251","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_AdminUsersCreate","CheckNotAdminAccess_AdminUsersCreate","A user (without permissions) sign in and access /AdminUsers/Create URL. It expects a denied message
"
"passed","Tue Mar 30 14:19:42 BRT 2021","Tue Mar 30 14:21:35 BRT 2021","113544","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddDataRequestVariableDisplay","AddDataRequestVariableDisplay","Add a Data Request Variable with DISPLAY value. Should fail if can't save it
"
"passed","Tue Mar 30 16:56:02 BRT 2021","Tue Mar 30 16:56:23 BRT 2021","21030","","LogOn","","COSD_Tests.Tests.LogOn","Forgot_Password_To_Email_That_Is_Not_A_Valid_Account_Does_Not_Reveal_Valid_Or_Invalid_Account","Forgot_Password_To_Email_That_Is_Not_A_Valid_Account_Does_Not_Reveal_Valid_Or_Invalid_Account","Forgot Password to email that is not a valid account does not reveal valid or invalid account
"
"passed","Tue Mar 30 10:56:09 BRT 2021","Tue Mar 30 10:56:52 BRT 2021","43289","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_JobQueueInviteUsers","CheckAdminAccess_JobQueueInviteUsers","Test with admin user to show access is permitted. Try to access the url: '/JobQueueInviteUsers'. Should fail if page doesn't load
"
"passed","Tue Mar 30 15:24:18 BRT 2021","Tue Mar 30 15:25:36 BRT 2021","78822","","HHRP.Management","","COSD_Tests.Tests.HHRPManagement","FilterRunColumn","FilterRunColumn","Filter Run column with 'No' yields 1 entry
"
"failed","Tue Mar 30 15:32:18 BRT 2021","Tue Mar 30 15:33:17 BRT 2021","58589","","HHRP.Refine","","COSD_Tests.Tests.HHRPRefine","RefinementRunWithAllExcludedRuns","RefinementRunWithAllExcludedRuns","Refinement run with all excluded runs
"
"passed","Tue Mar 30 15:02:13 BRT 2021","Tue Mar 30 15:03:46 BRT 2021","92951","","HHRP.Distance","","COSD_Tests.Tests.HHRPDistance","HHRPDistanceNonsenseInputAAACreatesClearBox","HHRPDistanceNonsenseInputAAACreatesClearBox","hhrp distance, nonsense input AAA creates clear box
"
"passed","Tue Mar 30 16:51:26 BRT 2021","Tue Mar 30 16:52:12 BRT 2021","45988","","HHRP.Run","","COSD_Tests.Tests.HHRPRun","PrioritizationRunBlankDeviceDistancesCheckGivesError","PrioritizationRunBlankDeviceDistancesCheckGivesError","Prioritization run, blank device distances m check gives error message when missing
"
"failed","Tue Mar 30 11:48:20 BRT 2021","Tue Mar 30 11:49:09 BRT 2021","48215","","WFTrack.Setup","","COSD_Tests.Tests.WFTrackSetup","ApplyWithoutSelectPrincipalUsersGivesError","ApplyWithoutSelectPrincipalUsersGivesError","
Setup SetUp method failed
[Apply] without select principal users gives error
"
"passed","Tue Mar 30 10:46:17 BRT 2021","Tue Mar 30 10:46:43 BRT 2021","25596","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_AdminChangeLog","CheckNotAdminAccess_AdminChangeLog","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Tue Mar 30 16:54:53 BRT 2021","Tue Mar 30 16:55:45 BRT 2021","52150","","LogOn","","COSD_Tests.Tests.LogOn","LogOnWithValidUsernamePasswordLogOffReturnsToLogonPage","LogOnWithValidUsernamePasswordLogOffReturnsToLogonPage","Log On with Valid Username/Passowrd, Log Off, returns to Logon Page
"
"passed","Tue Mar 30 16:53:13 BRT 2021","Tue Mar 30 16:53:33 BRT 2021","20552","","LogOn","","COSD_Tests.Tests.LogOn","LogOnWithNoCredentialsIsRejected","LogOnWithNoCredentialsIsRejected","Log On with no credentials is rejected
"
"failed","Tue Mar 30 17:21:06 BRT 2021","Tue Mar 30 17:22:05 BRT 2021","58585","","WFTrack.Calendar","","COSD_Tests.Tests.WFTrackCalendar","VerifyUpdateShowTicketsProperDayTodayView","VerifyUpdateShowTicketsProperDayTodayView","Verify Update to Ticket Shows ticket on proper day of Today view
"
"passed","Tue Mar 30 14:50:55 BRT 2021","Tue Mar 30 14:52:30 BRT 2021","95451","","HHRP.Distance","","COSD_Tests.Tests.HHRPDistance","HHRPDistanceInputDistanceLessThan50SetsBoxTo50","HHRPDistanceInputDistanceLessThan50SetsBoxTo50","hhrp distance, input distance less <50 sets box value to 50
"
"passed","Tue Mar 30 10:47:36 BRT 2021","Tue Mar 30 10:48:02 BRT 2021","25615","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_JobQueueProjectMaps","CheckNotAdminAccess_JobQueueProjectMaps","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Tue Mar 30 11:09:20 BRT 2021","Tue Mar 30 11:10:10 BRT 2021","50460","","AdminUserInvite","","COSD_Tests.Tests.AdminUserInvite","PendingInvitationsResendInvitationYes","PendingInvitationsResendInvitationYes","User Invite, Show Unclaimed; Resend.  [Yes, Resend] resent invitation
"
"passed","Tue Mar 30 11:15:54 BRT 2021","Tue Mar 30 11:17:01 BRT 2021","67396","","AdminUserInvite","","COSD_Tests.Tests.AdminUserInvite","ValidInfoAccepted","ValidInfoAccepted","User Invite, [Invites Users], Invitation to joe.inventory@weblakes.com with valid date, valid group succeeds
"
"passed","Tue Mar 30 14:17:48 BRT 2021","Tue Mar 30 14:19:42 BRT 2021","113789","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddDataRequestVariableBoolean","AddDataRequestVariableBoolean","Add a Data Request Variable with BOOLEAN value. Should fail if can't save it
"
"passed","Tue Mar 30 15:00:40 BRT 2021","Tue Mar 30 15:02:13 BRT 2021","92483","","HHRP.Distance","","COSD_Tests.Tests.HHRPDistance","HHRPDistanceRowWithOnlyMiddleBoxFilledPasses","HHRPDistanceRowWithOnlyMiddleBoxFilledPasses","hhrp distance, row with only middle box filled passes
"
"passed","Tue Mar 30 15:11:50 BRT 2021","Tue Mar 30 15:13:32 BRT 2021","102398","","HHRP.Distance","","COSD_Tests.Tests.HHRPDistance","HHRPWithDistancesDefinedAndDefaultsFinishes","HHRPWithDistancesDefinedAndDefaultsFinishes","HHRP With Distances defined, and defaults finishes
"
"passed","Tue Mar 30 15:37:04 BRT 2021","Tue Mar 30 15:37:58 BRT 2021","54099","","HHRP.Results","","COSD_Tests.Tests.HHRPResults","MaterialLevelScore","MaterialLevelScore","Material Level Score
"
"passed","Tue Mar 30 13:36:23 BRT 2021","Tue Mar 30 13:37:28 BRT 2021","65786","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddControlVariableInt","AddControlVariableInt","Add a Control Variable with INT value. Should fail if can't save it
"
"passed","Tue Mar 30 10:52:38 BRT 2021","Tue Mar 30 10:53:18 BRT 2021","40105","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_GroupInventoryAccessRight","CheckAdminAccess_GroupInventoryAccessRight","Test with admin user to show access is permitted. Try to access the url: '/GroupInventoryAccessRight'. Should fail if page doesn't load
"
"passed","Tue Mar 30 13:54:12 BRT 2021","Tue Mar 30 13:55:28 BRT 2021","76633","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddDataRequestWithName","AddDataRequestWithName","Add Data Requests with 4 letter name and 4 letter description. Should fail if can't add.
"
"failed","Tue Mar 30 14:15:58 BRT 2021","Tue Mar 30 14:17:48 BRT 2021","110176","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddDataRequestVariableText","AddDataRequestVariableText","Add a Data Request Variable with TEXT value. Should fail if can't save it
"
"failed","Tue Mar 30 12:49:24 BRT 2021","Tue Mar 30 12:50:29 BRT 2021","65077","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_AllActivityMapleLeafs","CheckAdminAccess_AllActivityMapleLeafs","Admin user sign in and try to access /Activity/AllActivityList?appKey=MapleLeafs URL. It expects Application Key Column does not match 'MapleLeafs'
"
"passed","Tue Mar 30 10:44:00 BRT 2021","Tue Mar 30 10:44:26 BRT 2021","26730","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_WizShadowUser","CheckNotAdminAccess_WizShadowUser","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"failed","Tue Mar 30 11:45:44 BRT 2021","Tue Mar 30 11:46:40 BRT 2021","56035","","WFTrack.Setup","","COSD_Tests.Tests.WFTrackSetup","AssignPrincipalUserToProject","AssignPrincipalUserToProject","
Setup SetUp method failed
Assign Principal User to project
"
"passed","Tue Mar 30 10:44:26 BRT 2021","Tue Mar 30 10:44:58 BRT 2021","31806","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_ReviewInvitations","CheckNotAdminAccess_ReviewInvitations","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Tue Mar 30 10:50:41 BRT 2021","Tue Mar 30 10:51:20 BRT 2021","38929","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_AdminGroups","CheckAdminAccess_AdminGroups","Test with admin user to show access is permitted. Try to access the url: '/AdminGroups'. Should fail if page doesn't load
"
"passed","Tue Mar 30 16:53:59 BRT 2021","Tue Mar 30 16:54:22 BRT 2021","23049","","LogOn","","COSD_Tests.Tests.LogOn","LogOnWithNoUserNameValidPasswordIsRejected","LogOnWithNoUserNameValidPasswordIsRejected","Log On with no user name, valid password is rejected
"
"passed","Tue Mar 30 10:59:26 BRT 2021","Tue Mar 30 11:00:02 BRT 2021","35557","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_JobQueueProjectMaps","CheckAdminAccess_JobQueueProjectMaps","Test with admin user to show access is permitted. Admin user sign in and try to access '/JobQueueProjectMaps' URL. It expects normal page load
"
"passed","Tue Mar 30 15:23:31 BRT 2021","Tue Mar 30 15:24:17 BRT 2021","46319","","HHRP.Management","","COSD_Tests.Tests.HHRPManagement","CountHeaderItems","CountHeaderItems","verify counts of header items on dashboard
"
"failed","Tue Mar 30 11:46:40 BRT 2021","Tue Mar 30 11:47:31 BRT 2021","51669","","WFTrack.Setup","","COSD_Tests.Tests.WFTrackSetup","ApplyWithoutSelectProjectGivesError","ApplyWithoutSelectProjectGivesError","
Setup SetUp method failed
[Apply] without select project gives error
"
"failed","Tue Mar 30 16:47:56 BRT 2021","Tue Mar 30 16:48:49 BRT 2021","52204","","HHRP.Run","","COSD_Tests.Tests.HHRPRun","QueuePrioritizationRunAllFacilities","QueuePrioritizationRunAllFacilities","Queue prioritization Run -= All Facilities
"
"failed","Tue Mar 30 15:30:19 BRT 2021","Tue Mar 30 15:32:18 BRT 2021","119698","","HHRP.Refine","","COSD_Tests.Tests.HHRPRefine","RefinementRunWithoutCommentsRuns","RefinementRunWithoutCommentsRuns","Refinement run without comments runs
"
"failed","Tue Mar 30 12:50:29 BRT 2021","Tue Mar 30 12:51:10 BRT 2021","40983","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_AllActivityListCOSD","CheckAdminAccess_AllActivityListCOSD","Admin user sign in and try to access /Activity/AllActivityList?appKey=COSD URL. It expects Application Key Column does not match 'COSD'
"
"passed","Tue Mar 30 10:42:18 BRT 2021","Tue Mar 30 10:42:44 BRT 2021","25801","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_AdminGroupsCreate","CheckNotAdminAccess_AdminGroupsCreate","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Tue Mar 30 10:50:16 BRT 2021","Tue Mar 30 10:50:41 BRT 2021","24732","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_JobQueueSyncInventory","CheckNotAdminAccess_JobQueueSyncInventory","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Tue Mar 30 11:01:30 BRT 2021","Tue Mar 30 11:02:13 BRT 2021","42720","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_Diagnostics","CheckAdminAccess_Diagnostics","Test with admin user to show access is permitted. Admin user sign in and try to access '/Diagnostics' URL. It expects normal page load
"
"passed","Tue Mar 30 10:58:13 BRT 2021","Tue Mar 30 10:58:52 BRT 2021","38942","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_AdminUserDefinedReports","CheckAdminAccess_AdminUserDefinedReports","Test with admin user to show access is permitted. Admin user sign in and try to access '/AdminUserDefinedReports' URL. It expects normal page load
"
"passed","Tue Mar 30 11:00:02 BRT 2021","Tue Mar 30 11:00:46 BRT 2021","44417","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_AdminRefTables","CheckAdminAccess_AdminRefTables","Test with admin user to show access is permitted. Admin user sign in and try to access '/AdminRefTables' URL. It expects normal page load
"
"passed","Tue Mar 30 10:51:20 BRT 2021","Tue Mar 30 10:51:59 BRT 2021","38917","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_AdminGroups_Create","CheckAdminAccess_AdminGroups_Create","Test with admin user to show access is permitted. Try to access the url: '/AdminGroups/Create'. Should fail if page doesn't load
"
"passed","Tue Mar 30 10:45:25 BRT 2021","Tue Mar 30 10:45:51 BRT 2021","26237","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_JobQueueInviteUsers","CheckNotAdminAccess_JobQueueInviteUsers","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"failed","Tue Mar 30 11:47:31 BRT 2021","Tue Mar 30 11:48:20 BRT 2021","49058","","WFTrack.Setup","","COSD_Tests.Tests.WFTrackSetup","ApplyWithoutSelectWorkflowGivesError","ApplyWithoutSelectWorkflowGivesError","
Setup SetUp method failed
[Apply] without select workflow gives error
"
"failed","Tue Mar 30 12:54:18 BRT 2021","Tue Mar 30 12:55:17 BRT 2021","58805","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_TradeSecretReports","CheckAdminAccess_TradeSecretReports","Test with admin user to show access is permitted. Admin user sign in and try to access '/TradeSecretReports' URL. It expects normal page load
"
"passed","Tue Mar 30 10:58:52 BRT 2021","Tue Mar 30 10:59:26 BRT 2021","34725","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_ProjectMappingAdmin","CheckAdminAccess_ProjectMappingAdmin","Test with admin user to show access is permitted. Admin user sign in and try to access '/ProjectMappingAdmin' URL. It expects normal page load
"
"failed","Tue Mar 30 14:12:08 BRT 2021","Tue Mar 30 14:14:04 BRT 2021","115878","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddDataRequestVariableInt","AddDataRequestVariableInt","Add a Data Request Variable with INT value. Should fail if can't save it
"
"passed","Tue Mar 30 13:34:56 BRT 2021","Tue Mar 30 13:36:23 BRT 2021","86555","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddControlRequestWithName","AddControlRequestWithName","Add Control Requests with 4 letter name and 4 letter description. Should fail if can't add.
"
"failed","Tue Mar 30 11:51:37 BRT 2021","Tue Mar 30 11:52:35 BRT 2021","57134","","WFTrack.Tickets","","COSD_Tests.Tests.WFTrackTickets","ResolveAllTicketsTicketsAssignedToMeHasNoDataAvailable","ResolveAllTicketsTicketsAssignedToMeHasNoDataAvailable","Resolve all tickets, 'tickets assigned to me' has no data available
"
"passed","Tue Mar 30 11:06:41 BRT 2021","Tue Mar 30 11:07:39 BRT 2021","57481","","AdminUserInvite","","COSD_Tests.Tests.AdminUserInvite","RegisteredUsersDisplayed","RegisteredUsersDisplayed","User Invite, Show Unclaimed - updates grid to show invited users not claiming invitation
"
"failed","Tue Mar 30 12:52:59 BRT 2021","Tue Mar 30 12:54:18 BRT 2021","79170","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_WizShadowUser","CheckAdminAccess_WizShadowUser","Test with admin user to show access is permitted. Try to access the url: '/WizShadowUser'. Should fail if page doesn't load
"
"passed","Tue Mar 30 11:15:01 BRT 2021","Tue Mar 30 11:15:54 BRT 2021","52915","","AdminUserInvite","","COSD_Tests.Tests.AdminUserInvite","NoUserGroupRejected","NoUserGroupRejected","User Invite, [Invites Users], Invitation to joe.inventory@weblakes.com does not proceed without User Group
"
"passed","Tue Mar 30 11:03:29 BRT 2021","Tue Mar 30 11:04:09 BRT 2021","40146","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_JobQueueSyncInventory","CheckAdminAccess_JobQueueSyncInventory","Test with admin user to show access is permitted. Admin user sign in and try to access '/JobQueueSyncInventory' URL. It expects normal page load
"
"failed","Tue Mar 30 11:49:52 BRT 2021","Tue Mar 30 11:50:41 BRT 2021","48727","","WFTrack.Tickets","","COSD_Tests.Tests.WFTrackTickets","ResolveTicketShouldAutoAssignNextTicket","ResolveTicketShouldAutoAssignNextTicket","Resolve ticket, should auto assign next ticket
"
"passed","Tue Mar 30 16:58:52 BRT 2021","Tue Mar 30 17:16:03 BRT 2021","1030530","","LogOn","","COSD_Tests.Tests.LogOn","WaitToBeRedirected","WaitToBeRedirected","Check if session expires after 16 minutes
"
"passed","Tue Mar 30 13:52:55 BRT 2021","Tue Mar 30 13:54:12 BRT 2021","76989","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddDataRequestWithoutName","AddDataRequestWithoutName","Add Data Requests without name. Should fail if can add.
"
"passed","Tue Mar 30 16:52:57 BRT 2021","Tue Mar 30 16:53:12 BRT 2021","15021","","LogOn","","COSD_Tests.Tests.LogOn","LogOnPageLoads","LogOnPageLoads","Log On Page Loads : https://fat.ei.weblakes.com/cosd
"
"failed","Tue Mar 30 11:50:41 BRT 2021","Tue Mar 30 11:51:37 BRT 2021","56187","","WFTrack.Tickets","","COSD_Tests.Tests.WFTrackTickets","ResolveTicketDueDatesShouldUpdateInOrder","ResolveTicketDueDatesShouldUpdateInOrder","Resolve Ticket, due dates should update in order
"
"passed","Tue Mar 30 11:04:09 BRT 2021","Tue Mar 30 11:05:29 BRT 2021","80328","","AdminShadowUser","","COSD_Tests.Tests.AdminShadowUser","SelectUserStatusNotAvailable","SelectUserStatusNotAvailable","Show User, Unable to Select Account with status <Not Available>
"
"passed","Tue Mar 30 13:38:30 BRT 2021","Tue Mar 30 13:39:37 BRT 2021","67022","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddControlVariableText","AddControlVariableText","Add Control Variable with TEXT value. Should fail if can't save it
"
"passed","Tue Mar 30 10:49:19 BRT 2021","Tue Mar 30 10:49:50 BRT 2021","30241","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_TradeSecretReport","CheckNotAdminAccess_TradeSecretReport","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Tue Mar 30 15:37:58 BRT 2021","Tue Mar 30 15:39:04 BRT 2021","66076","","HHRP.Results","","COSD_Tests.Tests.HHRPResults","FilterRowsToDevice","FilterRowsToDevice","Filter rows to Device
"
"passed","Tue Mar 30 17:16:03 BRT 2021","Tue Mar 30 17:19:14 BRT 2021","191819","","LogOn","","COSD_Tests.Tests.LogOn","TooManyFailedAttempts","TooManyFailedAttempts","Try to access COSD with a wrong login/password. Expected to redirect to page 'too many failed attempts'
"
"failed","Tue Mar 30 12:48:27 BRT 2021","Tue Mar 30 12:49:24 BRT 2021","56605","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminUser_AccountActivity","CheckAdminUser_AccountActivity","Select the admin user on Account Activity Page and check if there are values on grid. Should fail if there aren't values
"
"failed","Tue Mar 30 14:21:48 BRT 2021","Tue Mar 30 14:25:38 BRT 2021","230499","","EqtnExpression","","COSD_Tests.Tests.EqtnExpression","AddDataRequestVariableFloat","AddDataRequestVariableFloat","Add a Data Request Variable with FLOAT value. Should fail if can't save it
"
"failed","Tue Mar 30 17:19:30 BRT 2021","Tue Mar 30 17:20:16 BRT 2021","45650","","WFTrack.Calendar","","COSD_Tests.Tests.WFTrackCalendar","VerifyUpdateShowTicketsProperDayMonthView","VerifyUpdateShowTicketsProperDayMonthView","Verify Update to Ticket Shows ticket on proper day of month view
"
"failed","Tue Mar 30 17:22:05 BRT 2021","Tue Mar 30 17:23:07 BRT 2021","62023","","WFTrack.Calendar","","COSD_Tests.Tests.WFTrackCalendar","VerifyChangeProjectTicketsUpdatesProjectSelectionCalendar","VerifyChangeProjectTicketsUpdatesProjectSelectionCalendar","Verify change in project in Tickets updates project selection in Calendar
"
"passed","Tue Mar 30 15:35:08 BRT 2021","Tue Mar 30 15:36:06 BRT 2021","57883","","HHRP.Results","","COSD_Tests.Tests.HHRPResults","PermitLevelScore","PermitLevelScore","Permit Level Score
"
"passed","Tue Mar 30 10:54:40 BRT 2021","Tue Mar 30 10:55:19 BRT 2021","39160","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckAdminAccess_ReviewInvitations","CheckAdminAccess_ReviewInvitations","Test with admin user to show access is permitted. Try to access the url: '/ReviewInvitations'. Should fail if page doesn't load
"
"passed","Tue Mar 30 11:44:32 BRT 2021","Tue Mar 30 11:45:43 BRT 2021","71326","","WFTrack.Dashboard","","COSD_Tests.Tests.WFTrackDashboard","FilterByWorkflow","FilterByWorkflow","Filter By Workflow
"
"failed","Tue Mar 30 12:52:27 BRT 2021","Tue Mar 30 12:52:59 BRT 2021","31631","","AdminSecurity","","COSD_Tests.Tests.AdminSecurity","CheckNotAdminAccess_WizSyncInventory","CheckNotAdminAccess_WizSyncInventory","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
