"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Mar 29 17:11:53 PDT 2021","Mon Mar 29 17:13:01 PDT 2021","68238","","AccountActivity","","BOEM_Tests.Tests.AccountActivity","AccessFeatureEditGroupSubmitLogsActivity","AccessFeatureEditGroupSubmitLogsActivity","Access Feature : Edit Group - Submit, logs activity
"
"passed","Mon Mar 29 17:59:57 PDT 2021","Mon Mar 29 18:00:45 PDT 2021","48398","","AdminSecurity","","BOEM_Tests.Tests.AdminSecurity","CheckAccess_AdminPasswordPolicy","CheckAccess_AdminPasswordPolicy","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Mon Mar 29 23:57:23 PDT 2021","Mon Mar 29 23:58:55 PDT 2021","92190","","EqtnExpression","","BOEM_Tests.Tests.EqtnExpression","AddDataRequestVariableText","AddDataRequestVariableText","Add a Data Request Variable with TEXT value. Should fail if can't save it
"
"passed","Tue Mar 30 03:00:39 PDT 2021","Tue Mar 30 03:03:23 PDT 2021","164523","","Reports","","BOEM_Tests.Tests.Reports","MonthlyEmissionsByEmissionUnitReport","MonthlyEmissionsByEmissionUnitReport","Generate Report tests using Monthly Detailed Emissions Reports
"
"passed","Tue Mar 30 04:50:32 PDT 2021","Tue Mar 30 04:51:16 PDT 2021","43698","","Url","","BOEM_Tests.Tests.Url","AccessURL28_Diagnostics","AccessURL28_Diagnostics","Try to access the url: '/Diagnostics'. Should fail if page doesn't load
"
"passed","Mon Mar 29 16:46:01 PDT 2021","Mon Mar 29 16:47:05 PDT 2021","63863","","AccessRightSecurity","","BOEM_Tests.Tests.AccessRightSecurity","LockedInventoryForLeaseSourcesCantEditSource","LockedInventoryForLeaseSourcesCantEditSource","Locked inventory, when view lease source details no ability to edit source should be when viewing details of lease source
"
"passed","Mon Mar 29 17:46:10 PDT 2021","Mon Mar 29 17:47:16 PDT 2021","66062","","AdminGroups","","BOEM_Tests.Tests.AdminGroups","ChangeGroupDescription_DescriptionValid_Updated","ChangeGroupDescription_DescriptionValid_Updated","Admin/Groups/[edit] SuperExtraSpecialGroup, Change Description to 'To Be Deleted'
"
"passed","Tue Mar 30 02:44:07 PDT 2021","Tue Mar 30 02:47:42 PDT 2021","214586","","Reports","","BOEM_Tests.Tests.Reports","AnnualFacilityPollutantTotalsReport","AnnualFacilityPollutantTotalsReport","Generate a Report about 'Annual Facility Pollutant Totals' and verify the current page
"
"passed","Mon Mar 29 17:52:20 PDT 2021","Mon Mar 29 17:53:20 PDT 2021","60271","","AdminSecurity","","BOEM_Tests.Tests.AdminSecurity","CheckAccess_AllActivityListCOSD","CheckAccess_AllActivityListCOSD","Admin user sign in and try to access /Activity/AllActivityList?appKey=COSD URL. It expects the grid show no values
"
"passed","Tue Mar 30 00:24:43 PDT 2021","Tue Mar 30 00:26:22 PDT 2021","98901","","GriddedEmissions","","BOEM_Tests.Tests.GriddedEmissions","GRIDDEDEMISSIONS8","GRIDDEDEMISSIONS8","Emissions: Non-Platform, Grid Type: OPD Area, Units: Kilograms, Pollutant Group: All, Period Class: January-December, Pollutant: SO2
"
"passed","Mon Mar 29 23:51:42 PDT 2021","Mon Mar 29 23:52:35 PDT 2021","53085","","EqtnExpression","","BOEM_Tests.Tests.EqtnExpression","AddControlVariableBoolean","AddControlVariableBoolean","Add Control Variable with BOOLEAN value. Should fail if can't save it
"
"passed","Tue Mar 30 01:28:51 PDT 2021","Tue Mar 30 01:29:49 PDT 2021","58333","","LockedInventory","","BOEM_Tests.Tests.LockedInventory","DeleteEmissionsPeriodInPlatformEmissions","DeleteEmissionsPeriodInPlatformEmissions","Ensure access denied to delete Emissions Period in Platform & Emissions
"
"passed","Mon Mar 29 16:47:05 PDT 2021","Mon Mar 29 16:47:59 PDT 2021","54167","","AccessRightSecurity","","BOEM_Tests.Tests.AccessRightSecurity","LockedInventoryNonPlatformImportShouldNotBeAvailable","LockedInventoryNonPlatformImportShouldNotBeAvailable","locked inventory, Non-Platform Data Import/Export, Import data should not be available
"
"passed","Mon Mar 29 16:59:02 PDT 2021","Mon Mar 29 17:00:12 PDT 2021","69079","","AccessRightSecurity","","BOEM_Tests.Tests.AccessRightSecurity","InventoryLockedFacilityDataImportDataIsNotAvailable","InventoryLockedFacilityDataImportDataIsNotAvailable","Inventory Locked, Faciltiy Data Import. Import Data should not be available
"
"passed","Mon Mar 29 17:07:43 PDT 2021","Mon Mar 29 17:08:50 PDT 2021","67080","","AccountActivity","","BOEM_Tests.Tests.AccountActivity","AccessFeatureAdminUserEditSaveLogsActivity","AccessFeatureAdminUserEditSaveLogsActivity","Access feature admin > user > edit logs, [save] logs activity
"
"passed","Mon Mar 29 19:52:15 PDT 2021","Mon Mar 29 19:52:54 PDT 2021","39461","","DshBrdMain","","BOEM_Tests.Tests.DshBrdMain","ListPollutantsPanel","ListPollutantsPanel","Verify clicking 'Reports' in panel Pollutants leasds to emission reports page
"
"passed","Tue Mar 30 01:27:55 PDT 2021","Tue Mar 30 01:28:51 PDT 2021","55825","","LockedInventory","","BOEM_Tests.Tests.LockedInventory","DeleteEmissionsApportionmentInPlatformEmissions","DeleteEmissionsApportionmentInPlatformEmissions","Ensure access denied to delete Emissions Apportionment in Platform & Emissions
"
"passed","Mon Mar 29 17:22:27 PDT 2021","Mon Mar 29 17:23:33 PDT 2021","65711","","AccountActivity","","BOEM_Tests.Tests.AccountActivity","AccessFeatureChangeHistoryReportLogsActivity","AccessFeatureChangeHistoryReportLogsActivity","Access feature : Change History Report logs activity
"
"passed","Tue Mar 30 01:05:23 PDT 2021","Tue Mar 30 01:06:19 PDT 2021","56623","","LockedInventory","","BOEM_Tests.Tests.LockedInventory","UserCalculatorsImportExport","UserCalculatorsImportExport","Verify Export only available in User Calculators Import/Export
"
"failed","Mon Mar 29 19:07:15 PDT 2021","Mon Mar 29 19:08:34 PDT 2021","78666","","DataEntry","","BOEM_Tests.Tests.DataEntry","UpdateNotesBox","UpdateNotesBox","Update Notes Box.
"
"passed","Mon Mar 29 19:51:27 PDT 2021","Mon Mar 29 19:52:15 PDT 2021","47424","","DshBrdMain","","BOEM_Tests.Tests.DshBrdMain","ListReleasePointsPanel","ListReleasePointsPanel","Verify clicking 'List' in Relase Point panel leads to list of release points
"
"passed","Mon Mar 29 17:47:16 PDT 2021","Mon Mar 29 17:48:42 PDT 2021","85964","","AdminGroups","","BOEM_Tests.Tests.AdminGroups","DeleteGroup_DeletePressed_Deleted","DeleteGroup_DeletePressed_Deleted","Admin/Groups/delete Verify that SuperExtraSpecialGroup is deleted
"
"failed","Mon Mar 29 21:03:26 PDT 2021","Mon Mar 29 21:06:49 PDT 2021","202799","","EIQuestionnaire.LO","","BOEM_Tests.Tests.EIQuestionnaireLO","EIQuestionnaireLO_20","EIQuestionnaireLO_20","Verify calc method controls visible when calc method access right set to false
"
"passed","Tue Mar 30 01:26:16 PDT 2021","Tue Mar 30 01:26:57 PDT 2021","40824","","LockedInventory","","BOEM_Tests.Tests.LockedInventory","DeleteEmissionsUnitsInPlatformEmissions","DeleteEmissionsUnitsInPlatformEmissions","Ensure access denied to delete Emissions Units in Platform & Emissions
"
"passed","Tue Mar 30 04:29:00 PDT 2021","Tue Mar 30 04:30:13 PDT 2021","72169","","Url","","BOEM_Tests.Tests.Url","AccessURL6_Nav_Module_Document_DOCUMENTS","AccessURL6_Nav_Module_Document_DOCUMENTS","Try to access the url: '/Nav/Module/Documents/DOCUMENTS'. Should be fail if page doesn't load
"
"passed","Mon Mar 29 16:51:52 PDT 2021","Mon Mar 29 16:52:28 PDT 2021","35667","","AccessRightSecurity","","BOEM_Tests.Tests.AccessRightSecurity","InventoryLockedAttempEditSourceAccessDenied","InventoryLockedAttempEditSourceAccessDenied","Inventory Locked, attemp to edit lease source should give 'access denied' message
"
"passed","Tue Mar 30 04:20:38 PDT 2021","Tue Mar 30 04:24:11 PDT 2021","213642","","Reports","","BOEM_Tests.Tests.Reports","InventorySubmittalLogReport","InventorySubmittalLogReport","Generate a report about 'Inventory Submittal Log' and verify the current page
"
"passed","Mon Mar 29 21:15:37 PDT 2021","Mon Mar 29 21:17:36 PDT 2021","119024","","EIQuestionnaire.LO","","BOEM_Tests.Tests.EIQuestionnaireLO","EIQuestionnaireLO_25","EIQuestionnaireLO_25","verify result grid shows only periods covered by move on/move off date for all year when calculating emissions
"
"passed","Mon Mar 29 23:46:47 PDT 2021","Mon Mar 29 23:47:27 PDT 2021","40265","","EqtnExpression","","BOEM_Tests.Tests.EqtnExpression","AddControlRequestWithoutName","AddControlRequestWithoutName","Add Control Requests without name. Should fail if can add.
"
"passed","Tue Mar 30 02:00:41 PDT 2021","Tue Mar 30 02:02:45 PDT 2021","123124","","Map","","BOEM_Tests.Tests.Map","InvalidShapefileTestWithDifferentsNames","InvalidShapefileTestWithDifferentsNames","Upload invalid shapefiles with differents names and underscore at the beginning
"
"failed","Mon Mar 29 17:07:02 PDT 2021","Mon Mar 29 17:07:43 PDT 2021","40484","","AccountActivity","","BOEM_Tests.Tests.AccountActivity","AccessFeatureAdminUserEditLogsCancelLogsActivity","AccessFeatureAdminUserEditLogsCancelLogsActivity","Access feature admin > user > edit logs, [cancel] logs activity
"
"passed","Mon Mar 29 19:40:25 PDT 2021","Mon Mar 29 19:40:59 PDT 2021","34545","","DshBrdMain","","BOEM_Tests.Tests.DshBrdMain","PollutantAreaCollapse","PollutantAreaCollapse","Emissions by Pollutant and OPD Area, ^ rolls up display
"
"passed","Tue Mar 30 00:17:24 PDT 2021","Tue Mar 30 00:19:19 PDT 2021","114763","","GriddedEmissions","","BOEM_Tests.Tests.GriddedEmissions","GRIDDEDEMISSIONS4","GRIDDEDEMISSIONS4","Emissions: Platform, Grid Type: Uniform Cells, Cell Size: 10, Unit: Km, Emission Units: Pounds, Pollutant Group: All, Period Type: January-December, Pollutant: SO2
"
"passed","Mon Mar 29 18:31:44 PDT 2021","Mon Mar 29 18:32:30 PDT 2021","46158","","AdminUserInvite","","BOEM_Tests.Tests.AdminUserInvite","InviteUser_InvalidEmail_Rejected","InviteUser_InvalidEmail_Rejected","User Invite, [Invites Users], Invitation to user foo is rejected
"
"passed","Mon Mar 29 21:06:49 PDT 2021","Mon Mar 29 21:09:51 PDT 2021","181677","","EIQuestionnaire.LO","","BOEM_Tests.Tests.EIQuestionnaireLO","EIQuestionnaireLO_21","EIQuestionnaireLO_21","Verify result grid shows only periods covered by move on/move off date for single when calculating emissions
"
"passed","Tue Mar 30 03:16:10 PDT 2021","Tue Mar 30 03:19:35 PDT 2021","204709","","Reports","","BOEM_Tests.Tests.Reports","GHGEmissionsByEmissionUnitReport","GHGEmissionsByEmissionUnitReport","Generate a Report about 'GHG Emissions by Emission Unit' and verify the current page
"
"passed","Mon Mar 29 23:16:41 PDT 2021","Mon Mar 29 23:21:30 PDT 2021","289300","","EMToolsCERS","","BOEM_Tests.Tests.EMToolsCERS","ExportSelectedSourceLocationsAndFacilities","ExportSelectedSourceLocationsAndFacilities","Export EIS CERS Selected Source Locations - Kilograms - Selected Facilities
"
"passed","Mon Mar 29 18:03:20 PDT 2021","Mon Mar 29 18:04:17 PDT 2021","57654","","AdminSecurity","","BOEM_Tests.Tests.AdminSecurity","CheckAccess_AdminRefTables","CheckAccess_AdminRefTables","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Mon Mar 29 17:48:42 PDT 2021","Mon Mar 29 17:49:33 PDT 2021","51136","","AdminGroups","","BOEM_Tests.Tests.AdminGroups","DeleteGroup_GroupWithMembers_Failed","DeleteGroup_GroupWithMembers_Failed","Admin/Groups/delete Verify that you cannot delete the administators group because it has members
"
"passed","Tue Mar 30 02:02:45 PDT 2021","Tue Mar 30 02:04:48 PDT 2021","122955","","Map","","BOEM_Tests.Tests.Map","InvalidShapefileTestWithOneDifferentFileName","InvalidShapefileTestWithOneDifferentFileName","Upload invalid shapefiles with the same name, but with different letters in uppercase and lowercase
"
"passed","Tue Mar 30 04:36:05 PDT 2021","Tue Mar 30 04:37:02 PDT 2021","57717","","Url","","BOEM_Tests.Tests.Url","AccessURL13_Input_NavEmissionControls_Pntsite","AccessURL13_Input_NavEmissionControls_Pntsite","Try to access the url: '/Input/NavEmissionControls/Pntsite'. Should fail if page doesn't load
"
"failed","Mon Mar 29 22:08:16 PDT 2021","Mon Mar 29 22:11:43 PDT 2021","206978","","EISQuestionnaire","","BOEM_Tests.Tests.EISQuestionnaire","EISQuestionnaire_23","EISQuestionnaire_23","Verify access right - calculator tab / edit (calcualate/recalculate) button is visible
"
"passed","Mon Mar 29 16:44:28 PDT 2021","Mon Mar 29 16:45:07 PDT 2021","39735","","AccessRightSecurity","","BOEM_Tests.Tests.AccessRightSecurity","LockedInventoryForLeaseSourcesShouldNotAllowEditCalculatorParametersRequestsPanel","LockedInventoryForLeaseSourcesShouldNotAllowEditCalculatorParametersRequestsPanel","Locked inventory for lease sources should not allow does for panel 'process data' to save or cancel
"
"passed","Mon Mar 29 21:58:16 PDT 2021","Mon Mar 29 22:01:54 PDT 2021","218039","","EISQuestionnaire","","BOEM_Tests.Tests.EISQuestionnaire","EISQuestionnaire_20","EISQuestionnaire_20","Verify access right - calculator tab visible
"
"passed","Mon Mar 29 19:35:46 PDT 2021","Mon Mar 29 19:36:32 PDT 2021","46299","","DshBrdMain","","BOEM_Tests.Tests.DshBrdMain","ClearAllPollutantsInSettingsPage","ClearAllPollutantsInSettingsPage","Settings, Clear all Pollutants, Save rejected
"
"passed","Mon Mar 29 19:44:31 PDT 2021","Mon Mar 29 19:45:37 PDT 2021","66003","","DshBrdMain","","BOEM_Tests.Tests.DshBrdMain","OPDAreaPreviousPageUpdates","OPDAreaPreviousPageUpdates","Emissions By OPD Area, Previous Page updates display
"
"failed","Mon Mar 29 20:39:22 PDT 2021","Mon Mar 29 20:42:48 PDT 2021","205199","","EIQuestionnaire.LO","","BOEM_Tests.Tests.EIQuestionnaireLO","EIQuestionnaireLO_13","EIQuestionnaireLO_13","Verify Access Right - Tab Data Request can edit
"
"passed","Mon Mar 29 16:55:44 PDT 2021","Mon Mar 29 16:56:53 PDT 2021","68910","","AccessRightSecurity","","BOEM_Tests.Tests.AccessRightSecurity","InventoryLockedDataRequestImportExportIsNotAvailable","InventoryLockedDataRequestImportExportIsNotAvailable","Inventory Locked, Data Request, Data Requests Import / Export, Import is not available
"
"failed","Mon Mar 29 17:19:23 PDT 2021","Mon Mar 29 17:21:34 PDT 2021","131431","","AccountActivity","","BOEM_Tests.Tests.AccountActivity","AccessFeatureGroupMembershipUpdateLogsActivity","AccessFeatureGroupMembershipUpdateLogsActivity","Access Feature : Group Membership, Update Logs Activity
"
"passed","Mon Mar 29 17:41:43 PDT 2021","Mon Mar 29 17:42:41 PDT 2021","58327","","AdminGroups","","BOEM_Tests.Tests.AdminGroups","AdministratorGroupInfo_ViewPressed_InfoDisplayed","AdministratorGroupInfo_ViewPressed_InfoDisplayed","Admin/Groups/View for administrators displays information for Groups
"
"passed","Mon Mar 29 19:39:32 PDT 2021","Mon Mar 29 19:40:25 PDT 2021","52501","","DshBrdMain","","BOEM_Tests.Tests.DshBrdMain","OPDAreaMaximizeAndRestore","OPDAreaMaximizeAndRestore","Emissions by OPD Area in maximized sstate, / restores display 
"
"passed","Tue Mar 30 00:35:36 PDT 2021","Tue Mar 30 00:35:54 PDT 2021","18261","","Health","","BOEM_Tests.Tests.Health","GetDetailsNoUserSigned","GetDetailsNoUserSigned","Get UserProjectDB, ProjectDB, General
"
"passed","Mon Mar 29 21:42:35 PDT 2021","Mon Mar 29 21:44:23 PDT 2021","107185","","EISQuestionnaire","","BOEM_Tests.Tests.EISQuestionnaire","EISQuestionnaire_12","EISQuestionnaire_12","Export All Sources
"
"failed","Tue Mar 30 04:26:08 PDT 2021","Tue Mar 30 04:27:08 PDT 2021","59940","","Url","","BOEM_Tests.Tests.Url","AccessURL3_InputDetails_NavSourceConfig_DetailedEditor_Create","AccessURL3_InputDetails_NavSourceConfig_DetailedEditor_Create","Visit /InputDetails/NavSourceConfig/DetailedEditor/Create/ and assure page loads
"
"passed","Tue Mar 30 04:54:27 PDT 2021","Tue Mar 30 04:57:01 PDT 2021","154343","","WizEISExpImp","","BOEM_Tests.Tests.WizEISExpImp","JobSubmittedForNonPointsEmissionExport","JobSubmittedForNonPointsEmissionExport","Verify Job Is Submitted for Non Point Emissions Export
"
"passed","Mon Mar 29 16:43:35 PDT 2021","Mon Mar 29 16:44:28 PDT 2021","52579","","AccessRightSecurity","","BOEM_Tests.Tests.AccessRightSecurity","LockedInventoryForLeaseSourcesShouldNotAllowViewingSaveAndCancelButtons","LockedInventoryForLeaseSourcesShouldNotAllowViewingSaveAndCancelButtons","Locked inventory for lease sources should not allow does for panel 'process data' to save or cancel
"
"failed","Mon Mar 29 18:55:34 PDT 2021","Mon Mar 29 18:56:47 PDT 2021","72309","","Dashboard.Portal","","BOEM_Tests.Tests.DashboardPortal","DASHBOARDPORTAL_5","DASHBOARDPORTAL_5","Verify that user must select a user during submission
"
"failed","Tue Mar 30 04:42:33 PDT 2021","Tue Mar 30 04:43:31 PDT 2021","57545","","Url","","BOEM_Tests.Tests.Url","AccessURL20_Activity_AllActivityList","AccessURL20_Activity_AllActivityList","Try to access the url: '/Activity/AllActivityList'. Should fail if page doesn't load
"
"passed","Mon Mar 29 19:23:22 PDT 2021","Mon Mar 29 19:24:02 PDT 2021","39608","","Document.Browser","","BOEM_Tests.Tests.DocumentBrowser","Operator2CanOnlySeeDocumentsInTheirInventories","Operator2CanOnlySeeDocumentsInTheirInventories","Operator 2 can only see documents in their inventories
"
"passed","Mon Mar 29 21:09:51 PDT 2021","Mon Mar 29 21:11:39 PDT 2021","108291","","EIQuestionnaire.LO","","BOEM_Tests.Tests.EIQuestionnaireLO","EIQuestionnaireLO_22","EIQuestionnaireLO_22","Verify result grid shows only periods covered by move on/move off date for middle of year when calculating emissions
"
"passed","Tue Mar 30 01:57:52 PDT 2021","Tue Mar 30 02:00:41 PDT 2021","169148","","Map","","BOEM_Tests.Tests.Map","InvalidShapefileTestImportError","InvalidShapefileTestImportError","Upload an invalid shapefile
"
"failed","Mon Mar 29 22:44:22 PDT 2021","Mon Mar 29 22:48:20 PDT 2021","237611","","EISQuestionnaire","","BOEM_Tests.Tests.EISQuestionnaire","EISQuestionnaire_33","EISQuestionnaire_33","Access Right: Calculation Method - Edit, control is not visible
"
"passed","Mon Mar 29 18:23:35 PDT 2021","Mon Mar 29 18:24:22 PDT 2021","47546","","AdminSecurity","","BOEM_Tests.Tests.AdminSecurity","CheckAdminAccess_JobQueueSyncInventory","CheckAdminAccess_JobQueueSyncInventory","Test with admin user to show access is permitted. Admin user sign in and try to access '/JobQueueSyncInventory' URL. It expects normal page load
"
"passed","Mon Mar 29 20:05:40 PDT 2021","Mon Mar 29 20:07:25 PDT 2021","105020","","EIQuestionnaire.LO","","BOEM_Tests.Tests.EIQuestionnaireLO","EIQuestionnaireLO_2","EIQuestionnaireLO_2","Verify Calc for period 
"
"passed","Mon Mar 29 20:45:52 PDT 2021","Mon Mar 29 20:49:09 PDT 2021","197857","","EIQuestionnaire.LO","","BOEM_Tests.Tests.EIQuestionnaireLO","EIQuestionnaireLO_15","EIQuestionnaireLO_15","Verify Access Right - Tab Speciation visible
"
"passed","Mon Mar 29 17:57:14 PDT 2021","Mon Mar 29 17:57:53 PDT 2021","38711","","AdminSecurity","","BOEM_Tests.Tests.AdminSecurity","CheckAccess_WizShadowUser","CheckAccess_WizShadowUser","An user (without permissions) sign in and try to access an admin URL. It expects to redirect to /error/accessdenied
"
"passed","Mon Mar 29 16:48:49 PDT 2021","Mon Mar 29 16:50:08 PDT 2021","78875","","AccessRightSecurity","","BOEM_Tests.Tests.AccessRightSecurity","InventoryLockedRunBecLeaseOperationsAccessDenied","InventoryLockedRunBecLeaseOperationsAccessDenied","Inventory Locked, Run Bec - Lease operations should give access denied: message
"
"passed","Tue Mar 30 04:40:38 PDT 2021","Tue Mar 30 04:41:36 PDT 2021","58313","","Url","","BOEM_Tests.Tests.Url","AccessURL18_AdminPasswordPolicy","AccessURL18_AdminPasswordPolicy","Try to access the url: '/AdminPasswordPolicy'. Should fail if page doesn't load
"
"failed","Mon Mar 29 21:31:30 PDT 2021","Mon Mar 29 21:34:15 PDT 2021","165474","","EISQuestionnaire","","BOEM_Tests.Tests.EISQuestionnaire","EISQuestionnaire_6","EISQuestionnaire_6","Verify that changing in calc method with new request type clears data
"
"passed","Mon Mar 29 22:40:31 PDT 2021","Mon Mar 29 22:44:22 PDT 2021","230815","","EISQuestionnaire","","BOEM_Tests.Tests.EISQuestionnaire","EISQuestionnaire_32","EISQuestionnaire_32","Access Right: Calculation Method - Edit, control is visible
"
"failed","Mon Mar 29 23:32:21 PDT 2021","Mon Mar 29 23:34:27 PDT 2021","125604","","EMToolsFacilityData","","BOEM_Tests.Tests.EMToolsFacilityData","ExportSelectedFacility_ReleasePointsOnly","ExportSelectedFacility_ReleasePointsOnly","Export Facility 20075-1 FF on Facility Data Import/Export selecting 'Release Points Only' Option
"
"passed","Mon Mar 29 16:38:32 PDT 2021","Mon Mar 29 16:39:37 PDT 2021","64759","","AccessRightSecurity","","BOEM_Tests.Tests.AccessRightSecurity","DeleteEmissionsProcessInPlatformEmissions","DeleteEmissionsProcessInPlatformEmissions","Ensure access denied to delete Emission Process in Platform & Emissions
"
"passed","Tue Mar 30 04:38:47 PDT 2021","Tue Mar 30 04:39:45 PDT 2021","57910","","Url","","BOEM_Tests.Tests.Url","AccessURL16_Account_ChangePassword","AccessURL16_Account_ChangePassword","Try to access the url: '/Account/ChangePassword'. Should fail if page doesn't load
"
"failed","Tue Mar 30 01:15:04 PDT 2021","Tue Mar 30 01:18:41 PDT 2021","217566","","LockedInventory","","BOEM_Tests.Tests.LockedInventory","ScanAndVerifyClickableButtons","ScanAndVerifyClickableButtons","Scan all buttons and verify if only OK and Cancel buttons are clickable after select a facility
"
"passed","Mon Mar 29 17:43:32 PDT 2021","Mon Mar 29 17:44:23 PDT 2021","51072","","AdminGroups","","BOEM_Tests.Tests.AdminGroups","EditGroup_MissingFlaggedFields_Failed","EditGroup_MissingFlaggedFields_Failed","Admin/Groups/Edit, Attempt to save empty inputs are flagged for Group Name, Description are flagged
"
"passed","Mon Mar 29 17:50:17 PDT 2021","Mon Mar 29 17:51:15 PDT 2021","57821","","AdminSecurity","","BOEM_Tests.Tests.AdminSecurity","CheckAccess_AdminUsersCreate","CheckAccess_AdminUsersCreate","A user (without permissions) sign in and access /AdminUsers/Create URL. It expects a denied message
"
"passed","Mon Mar 29 16:41:30 PDT 2021","Mon Mar 29 16:42:36 PDT 2021","66768","","AccessRightSecurity","","BOEM_Tests.Tests.AccessRightSecurity","DeleteEmissionsInPlatformEmissions","DeleteEmissionsInPlatformEmissions","Ensure access denied to delete Emissions in Platform & Emissions
"
"passed","Mon Mar 29 19:11:37 PDT 2021","Mon Mar 29 19:13:04 PDT 2021","87295","","DataEntry","","BOEM_Tests.Tests.DataEntry","UpdateNumericFieldWithInvalidHighValue","UpdateNumericFieldWithInvalidHighValue","Numeric field with range flags error with value offscale high
"
"passed","Mon Mar 29 19:45:37 PDT 2021","Mon Mar 29 19:46:37 PDT 2021","60350","","DshBrdMain","","BOEM_Tests.Tests.DshBrdMain","OPDAreaEnterSpecificPage","OPDAreaEnterSpecificPage","Emissions By OPD Area, Enter specific Page to access page
"
"failed","Mon Mar 29 21:23:39 PDT 2021","Mon Mar 29 21:26:07 PDT 2021","148316","","EISQuestionnaire","","BOEM_Tests.Tests.EISQuestionnaire","EISQuestionnaire_3","EISQuestionnaire_3","Select and verify facilities from the grid. Should be fail if falicity id is not correct
"
"passed","Tue Mar 30 02:39:32 PDT 2021","Tue Mar 30 02:44:07 PDT 2021","275078","","Reports","","BOEM_Tests.Tests.Reports","MonthlyFacilityPollutantTotalsReport","MonthlyFacilityPollutantTotalsReport","Generate a Report about 'Monthly Facility Pollutant Totals' and verify the current page
"
"passed","Tue Mar 30 00:01:43 PDT 2021","Tue Mar 30 00:02:43 PDT 2021","59360","","FacilityProfile","","BOEM_Tests.Tests.FacilityProfile","NavigatorFirstUse_ShowFirstAndPreviousPressed_Failed","NavigatorFirstUse_ShowFirstAndPreviousPressed_Failed","First Use - Verify Show Previous, Show First are inactive from navigator bar
"
